NAME,0
FLUGHAFEN WIEN,0.09831470854762674
ERSTE GROUP BANK,0.0822316520407608
OMV,0.10375852716108883
VERBUND,0.11772240938516325
WIENERBERGER,0.05715948132685593
VIENNA INSURANCE GROUP A,0.017167831177876857
VOESTALPINE,0.06964468519156186
MAYR-MELNHOF KARTON,0.08243330816488685
IMMOFINANZ,0.036752671764182426
SOLVAY,0.05353378413086123
KBC GROUP,0.1060494498583868
COFINIMMO,0.01663587316173279
SOFINA,0.09121810565214226
ORANGE BELGIUM,-0.01750761298989005
UCB,0.06943668048285093
AGFA-GEVAERT,-0.020695750149728305
GBL NEW,0.02592175100637185
COLRUYT,0.0015236936117726091
BEKAERT (D),0.10486837255138208
AGEAS (EX-FORTIS),0.05007776348920323
UMICORE,0.125905273859814
OC OERLIKON CORPORATION,0.007135376332419355
SWISSCOM 'R',0.08543685652580318
CHOCOLADEFABRIKEN LINDT & SPRUENGLI,0.12302012272952657
ZURICH INSURANCE GROUP,0.12232427618994629
NOVARTIS 'R',0.08822844002973798
ROCHE HOLDING,0.08321860303378195
CREDIT SUISSE GROUP DEAD - DELIST.14/06/23,-0.10223733369571597
ADECCO GROUP,0.03632979417366462
CLARIANT,0.08889716165930084
HOLCIM,0.043107881497465826
ABB LTD N,0.1053569986922489
THE SWATCH GROUP,0.0795647775094426
KUDELSKI 'B',-0.07412433765232877
BALOISE HOLDING,0.10389539192193983
SONOVA N,0.13431070050499777
LONZA GROUP,0.16980019651147749
VALIANT 'R',0.05239531016053044
SWISS LIFE HOLDING,0.14067997387471848
SCHINDLER 'R',0.11082995271515103
KUEHNE UND NAGEL INTERNATIONAL,0.13464139138911474
LOGITECH 'R',0.1422287788682373
GEBERIT 'R',0.12042780769762124
SULZER 'R',0.09672200743729917
NESTLE 'N',0.11484022480290894
CHUBB,0.12605570965184304
TRANSOCEAN,0.0390252242122516
SWISS RE,0.12911329305177574
RICHEMONT N,0.1751558627071053
UBS GROUP,0.015090692384519964
FLUGHAFEN ZURICH,0.10377081604255503
SIKA,0.19873674247468986
GEORG FISCHER,0.13457179564591615
STRAUMANN HLDG.,0.16052883126046147
SGS 'N',0.10326220194295566
UNITED INTERNET,0.07841547160856177
DEUTSCHE BANK,-0.02768981172886397
BMW,0.11111791954737399
BEIERSDORF,0.06688678994665556
LEONI DEAD - DELIST.21/08/23,0.04268258128098934
CONTINENTAL,0.08981476567079634
DEUTSCHE TELEKOM,0.08659807273884994
FRESENIUS,0.06253135811177421
FRESENIUS MED.CARE,0.02456340989536529
BILFINGER BERGER,0.06449254947089761
